pckg, tiempo_envio [ns], tiempo_recibido [ns], terminal_envio, terminal_recibido, latencia [ns], profunidad, drivers
009837d2,438255,438735,2,0,480,15,5
01f0fdc3,438345,439095,3,1,750,15,5
003b6cf4,438565,439455,4,0,890,15,5
01a9b7e0,438465,439815,0,1,1350,15,5
03157861,438395,440175,1,3,1780,15,5
00d2b792,438615,440535,2,0,1920,15,5
023ff781,438445,440945,1,2,2500,15,5
008e4fa2,539015,539405,2,0,390,15,5
00a8a294,539415,539935,4,0,520,15,5
02175c11,539505,540305,1,2,800,15,5
0b535244,1095,1715,4,11,620,12,16
0b95e81b,12015,12445,6,11,430,12,16
0b284651,12295,12855,10,11,560,12,16
0b4d6096,12065,13225,12,11,1160,12,16
0bf998d9,12265,13585,13,11,1320,12,16
0b05663a,12135,13995,1,11,1860,12,16
0b752127,12355,14355,2,11,2000,12,16
0b97b0d9,12205,14725,4,11,2520,12,16
0b3e301b,12415,15085,5,11,2670,12,16
0b7cd0d4,12485,15735,5,11,3250,12,16
0f3f1769,23065,23505,9,15,440,12,16
08dcd3d9,23135,24155,9,8,1020,12,16
02df78c7,34055,34585,13,2,530,12,16
0b696ce4,34535,34945,14,11,410,12,16
0c457edc,34045,35305,15,12,1260,12,16
083d2aa0,34275,35665,0,8,1390,12,16
0ede9f9a,34135,36035,2,14,1900,12,16
0c784c55,34245,36405,4,12,2160,12,16
0c2d6129,34405,36775,6,12,2370,12,16
08ff7e5c,34325,37185,10,8,2860,12,16
00272774,34385,37545,11,0,3160,12,16
00724c64,34175,37915,13,0,3740,12,16
09069f29,34505,38345,2,9,3840,12,16
0fcdb8f4,34485,38715,4,15,4230,12,16
0ffdd2a2,135005,135385,2,15,380,12,16
0f5fb4cf,135005,135745,15,15,740,12,16
0d7fc513,135005,136105,3,13,1100,12,16
0abf6d36,135005,136465,6,10,1460,12,16
05dbc26a,135005,136825,10,5,1820,12,16
062e2edf,135005,137185,15,6,2180,12,16
0cebc9a4,135005,137545,4,12,2540,12,16
0b65d930,135005,137905,0,11,2900,12,16
0649b047,135005,138265,7,6,3260,12,16
03e0729a,135005,138625,10,3,3620,12,16
014f61a3,135005,138985,3,1,3980,12,16
01d80db7,135005,139345,7,1,4340,12,16
0da4ec54,135005,140065,4,13,5060,12,16
033b8132,135005,140425,2,3,5420,12,16
0314c3c1,135005,140785,1,3,5780,12,16
05c4bd9b,135005,141145,11,5,6140,12,16
0a33ed05,135005,141505,5,10,6500,12,16
039e739b,135005,141865,11,3,6860,12,16
0eff29c7,135005,142225,7,14,7220,12,16
008db5ad,135005,142585,13,0,7580,12,16
03fcf0e2,135005,142945,2,3,7940,12,16
0bbc4b80,135005,143305,0,11,8300,12,16
0f37195d,135005,143665,13,15,8660,12,16
0a1451c9,135005,144025,9,10,9020,12,16
0b779fa2,135005,144385,2,11,9380,12,16
073ff78b,135005,144745,11,7,9740,12,16
07488356,135005,145105,6,7,10100,12,16
04a8ca16,135005,145465,6,4,10460,12,16
0eccc9db,135005,145825,11,14,10820,12,16
0e9650ab,135005,146185,11,14,11180,12,16
0a513aef,135005,146545,15,10,11540,12,16
07fb52a3,337045,337425,3,7,380,12,16
09a1d2a4,337065,337785,4,9,720,12,16
0dde638b,337205,338585,11,13,1380,12,16
0d5ff9ec,337195,338945,12,13,1750,12,16
005f48d4,337125,339435,4,0,2310,12,16
05345ca3,438155,438535,3,5,380,12,16
0e4e3c8b,438105,439025,11,14,920,12,16
007aec7b,539135,539545,11,0,410,12,16
08b3b7f2,539555,539945,2,8,390,12,16
04535242,1015,1475,2,4,460,5,6
0195e815,12045,12445,0,1,400,5,6
01056630,12165,13195,4,1,1030,5,6
047cd0d0,23365,23905,0,4,540,5,6
053f1764,34095,34485,2,5,390,5,6
04dcd3d5,34135,34845,3,4,710,5,6
05724c65,34285,35205,4,5,920,5,6
00784c55,34385,35565,5,0,1180,5,6
052d6122,34625,35925,0,5,1300,5,6
013d2aa1,34475,36295,2,1,1820,5,6
00272771,34595,36655,3,0,2060,5,6
02696ce2,34755,37025,5,2,2270,5,6
01069f23,34735,37385,0,1,2650,5,6
01fdd6b4,135005,135385,4,1,380,5,6
02572cf5,135005,135745,5,2,740,5,6
008bdf23,135005,136105,3,0,1100,5,6
05ccc9d1,135005,137185,1,5,2180,5,6
0263eae2,135005,137545,2,2,2540,5,6
0130aca0,135005,137905,0,1,2900,5,6
02b34d84,135005,138265,4,2,3260,5,6
02b582d3,135005,138625,3,2,3620,5,6
03421205,135005,138985,5,3,3980,5,6
04265b63,337085,337535,3,4,450,5,6
00513ae4,337265,337895,4,0,630,5,6
05bf9c61,337175,338285,1,5,1110,5,6
01502bc4,337365,338675,4,1,1310,5,6
0279a0b3,438045,438455,3,2,410,5,6
01241850,438125,439185,0,1,1060,5,6
057be713,438095,439575,3,5,1480,5,6
016333a5,539175,539665,5,1,490,5,6
043327e0,539215,540025,0,4,810,5,6
05535240,1015,1475,0,5,460,8,14
0595e81c,12055,12485,0,5,430,8,14
0505663b,12195,12935,6,5,740,8,14
054d609d,12125,13305,8,5,1180,8,14
05f998d7,12365,13665,9,5,1300,8,14
0597b0d9,12265,14075,13,5,1810,8,14
0728465a,23025,23405,10,7,380,8,14
09457eda,23385,24015,10,9,630,8,14
03de9f92,34095,34485,0,3,390,8,14
06724c62,34155,34855,2,6,700,8,14
0a3d2aa9,34285,35215,3,10,930,8,14
01ff7e52,34315,35575,4,1,1260,8,14
0be28bd7,34765,35935,5,11,1170,8,14
07726655,34885,36295,6,7,1410,8,14
0b784c57,34245,36655,7,11,2410,8,14
05272777,34365,37015,8,5,2650,8,14
04845aa2,35205,37375,9,4,2170,8,14
042d6126,34385,37735,10,4,3350,8,14
01b22802,35075,38095,11,1,3020,8,14
09069f25,34515,38455,12,9,3940,8,14
00696ce5,34595,38815,13,0,4220,8,14
017d653a,35495,39175,0,1,3680,8,14
0cf6263b,34965,39535,1,12,4570,8,14
04b582dd,34795,39895,2,4,5100,8,14
0bfdd6b0,35585,40255,3,11,4670,8,14
0d63eae4,35785,40625,5,13,4840,8,14
08572cfb,35965,40985,6,8,5020,8,14
01449231,36005,41345,7,1,5340,8,14
06c380d1,35455,41705,8,6,6250,8,14
01fe91dd,35885,42065,9,1,6180,8,14
060f3781,36585,42425,10,6,5840,8,14
05b34d81,36565,42835,0,5,6270,8,14
0614c3cd,36265,43195,1,6,6930,8,14
0b62ad5a,35635,43555,2,11,7920,8,14
0de618a1,36395,43915,3,13,7520,8,14
029650ac,36095,44285,5,2,8190,8,14
0a4b3418,36485,44645,6,10,8160,8,14
0840cd0b,135005,135385,11,8,380,8,14
07eed568,135005,135745,8,7,740,8,14
0c4bf942,135005,136105,2,12,1100,8,14
075e2767,135005,136465,7,7,1460,8,14
04ebab41,135005,136825,1,4,1820,8,14
0a241857,135005,137545,7,10,2540,8,14
0a307623,135005,137905,3,10,2900,8,14
07bc05b8,135005,138265,8,7,3260,8,14
00ccec28,135005,138625,8,0,3620,8,14
0228f1f9,135005,138985,9,2,3980,8,14
02563585,135005,139345,5,2,4340,8,14
0a9a82fa,135005,139705,10,10,4700,8,14
02fc1299,135005,140065,9,2,5060,8,14
06f72fd7,135005,140425,7,6,5420,8,14
0518779c,135005,140785,12,5,5780,8,14
090b7d94,135005,141145,4,9,6140,8,14
097e408c,135005,141865,12,9,6860,8,14
0479a0b0,135005,142225,0,4,7220,8,14
0899bf15,135005,142585,5,8,7580,8,14
064569f5,135005,142945,5,6,7940,8,14
0a12f96a,135005,143305,10,10,8300,8,14
015816d7,135005,143665,7,1,8660,8,14
082ae3f7,135005,144025,7,8,9020,8,14
0961773d,135005,144385,13,9,9380,8,14
0691ae64,135005,144745,4,6,9740,8,14
00119797,135005,145105,7,0,10100,8,14
0d408da9,337065,337535,9,13,470,8,14
097c63dc,337165,337925,12,9,760,8,14
08ab35e0,337355,338295,0,8,940,8,14
00199ba1,337335,338655,1,0,1320,8,14
02504735,337305,339405,5,2,2100,8,14
04779fa7,337405,339775,7,4,2370,8,14
0bea7669,337195,340145,9,11,2950,8,14
084f61a5,438205,438655,5,8,450,8,14
0b000b99,438255,439065,9,11,810,8,14
07761370,438345,439495,0,7,1150,8,14
02f0fdc4,539145,539575,4,2,430,8,14
07535241,1035,1575,1,7,540,14,12
08056631,12175,12555,11,8,380,14,12
08752123,12415,12915,0,8,500,14,12
0895e81a,12065,13305,3,8,1240,14,12
083e3016,12445,13695,6,8,1250,14,12
08f998d7,12355,14055,7,8,1700,14,12
087cd0d2,12475,14805,11,8,2330,14,12
08457ed6,12595,15165,0,8,2570,14,12
0897b0d8,12265,15555,3,8,3290,14,12
08dcd3d5,12575,15945,6,8,3370,14,12
03df78c4,23075,23645,4,3,570,14,12
01696ce4,23585,24215,4,1,630,14,12
018495c6,34205,34625,3,1,420,14,12
00f62632,34355,34985,4,0,630,14,12
0ab582d1,34275,35355,6,10,1080,14,12
0aa4ec58,34105,35715,7,10,1610,14,12
02e28bdb,34255,36085,9,2,1830,14,12
0972665a,34285,36455,11,9,2170,14,12
0b3870a9,34365,36825,1,11,2460,14,12
069a18f8,135005,135385,8,6,380,14,12
0b7edc80,135005,135745,0,11,740,14,12
0acaf2a9,135005,136105,9,10,1100,14,12
09b36cb6,135005,136465,6,9,1460,14,12
05fcf0e3,135005,136825,3,5,1820,14,12
0165d932,135005,137185,2,1,2180,14,12
04807693,135005,137545,3,4,2540,14,12
0b7c63d4,135005,137905,4,11,2900,14,12
0961ab63,135005,138265,3,9,3260,14,12
0742120b,135005,138625,11,7,3620,14,12
039650a9,135005,138985,9,3,3980,14,12
06fdd2a8,135005,139345,8,6,4340,14,12
05d7f0c4,135005,139705,4,5,4700,14,12
02b4b496,135005,140065,6,2,5060,14,12
0b90b2a0,135005,140785,0,11,5780,14,12
00bc4b87,135005,141145,7,0,6140,14,12
0049b04a,135005,141505,10,0,6500,14,12
01567862,135005,141865,2,1,6860,14,12
05921c00,135005,142225,0,5,7220,14,12
07578a11,135005,142585,1,7,7580,14,12
01572cf5,135005,142945,5,1,7940,14,12
07513ae2,135005,143305,2,7,8300,14,12
055fb4c8,135005,143665,8,5,8660,14,12
062e6ec8,337075,337515,8,6,440,14,12
00efda99,337365,337875,9,0,510,14,12
030168ab,337165,338245,11,3,1080,14,12
07bb90e1,337525,338615,1,7,1090,14,12
04b80a82,337265,338975,2,4,1710,14,12
038d14e4,337215,339345,4,3,2130,14,12
0a6c09f5,337585,339705,5,10,2120,14,12
00a8ca18,337435,340095,8,0,2660,14,12
07fb52a2,337605,340545,2,7,2940,14,12
02466e68,337555,340995,8,2,3440,14,12
014e3c84,438335,438775,4,1,440,14,12
0bfa8797,438235,439165,7,11,930,14,12
0459dba8,438705,439525,8,4,820,14,12
0a345ca9,438425,439885,9,10,1460,14,12
0abddb6b,438625,440255,11,10,1630,14,12
04f41130,438475,440615,0,4,2140,14,12
027aec77,438555,441085,7,2,2530,14,12
010c96b0,438515,441515,0,1,3000,14,12
036abc48,539055,539485,8,3,430,14,12
0ab3b7f8,539245,539995,8,10,750,14,12
02df5fa9,539315,540355,9,2,1040,14,12
01e5ebda,539475,540715,10,1,1240,14,12
0369ab4b,539185,541075,11,3,1890,14,12
0a535240,1065,1475,0,10,410,14,14
0295e811,12075,12505,1,2,430,14,14
02284656,12345,13225,3,2,880,14,14
027cd0d5,12545,13585,4,2,1040,14,14
023e3013,12445,13975,7,2,1530,14,14
0297b0d8,12245,14335,8,2,2090,14,14
024d6093,12145,14705,10,2,2560,14,14
0205663c,12165,15115,0,2,2950,14,14
02f998da,12275,15475,1,2,3200,14,14
023f1769,23055,23665,9,2,610,14,14
062d6129,23635,24275,9,6,640,14,14
04069f29,23775,24885,9,4,1110,14,14
08696ceb,34105,34545,3,8,440,14,14
088495c4,34245,34935,6,8,690,14,14
02a4ec5b,34215,35305,8,2,1090,14,14
0c07ae85,34125,35665,9,12,1540,14,14
0de28bdc,34275,36025,10,13,1750,14,14
08845aa5,34715,36385,11,8,1670,14,14
08b582d4,34365,36745,12,8,2380,14,14
0603e96a,34875,37105,13,6,2230,14,14
06f62630,34455,37825,1,6,3370,14,14
0663eae4,35245,38185,2,6,2940,14,14
05ccc9d7,34805,38545,3,5,3740,14,14
0cc380d6,34955,39265,5,12,4310,14,14
08fe91d7,35285,39635,7,8,4350,14,14
0b42120c,34665,40025,10,11,5360,14,14
0c9650a2,35535,40385,11,12,4850,14,14
053b8130,34885,40745,12,5,5860,14,14
07e618ad,35685,41105,13,7,5420,14,14
08572cfa,35385,41825,1,8,6440,14,14
018bdf23,35635,42235,5,1,6600,14,14
0130aca7,35565,42605,7,1,7040,14,14
0b779fa6,135005,135385,6,11,380,14,14
04d80db2,135005,135745,2,4,740,14,14
031b4981,135005,136105,1,3,1100,14,14
035f48da,135005,136465,10,3,1460,14,14
0069ab48,135005,136825,8,0,1820,14,14
07b34d86,135005,137185,6,7,2180,14,14
0d6333a4,135005,137545,4,13,2540,14,14
009e7395,135005,138265,5,0,3260,14,14
09dbc26b,135005,138625,11,9,3620,14,14
0bfb665c,135005,138985,12,11,3980,14,14
079e94e4,135005,139345,4,7,4340,14,14
0c4266d7,135005,139705,7,12,4700,14,14
07c9c2e9,135005,140065,9,7,5060,14,14
05175c19,135005,140785,9,5,5780,14,14
0cfb52a5,135005,141145,5,12,6140,14,14
0b295b9a,135005,141505,10,11,6500,14,14
065a98ec,135005,141865,12,6,6860,14,14
082554fb,135005,142225,11,8,7220,14,14
05d945cb,135005,142585,11,5,7580,14,14
0c5007e4,135005,142945,4,12,7940,14,14
08ff29c7,135005,143305,7,8,8300,14,14
032e2ed0,135005,143665,0,3,8660,14,14
06102c3a,135005,144025,10,6,9020,14,14
0bcde4d0,135005,144385,0,11,9380,14,14
060042d8,135005,144745,8,6,9740,14,14
09199ba3,135005,145105,3,9,10100,14,14
034e02d9,337075,337535,9,3,460,14,14
0c75f4b1,337155,338325,1,12,1170,14,14
0d9b0c28,337255,338795,8,13,1540,14,14
089fdeca,337415,339165,10,8,1750,14,14
04cf61e8,337305,339735,8,4,2430,14,14
00e1bd1b,438145,438715,11,0,570,14,14
01024410,438295,439105,0,1,810,14,14
0061c863,438195,439495,3,0,1300,14,14
0a4f9d87,539105,539625,7,10,520,14,14
085dca19,539755,540285,9,8,530,14,14
0d344b80,539675,540715,0,13,1040,14,14
02535246,1045,1575,6,2,530,8,11
0095e813,12055,12445,10,0,390,8,11
00056632,12125,13275,7,0,1150,8,11
00f998d0,12235,13635,8,0,1400,8,11
0097b0d3,12145,14005,10,0,1860,8,11
0328465a,23055,23445,10,3,390,8,11
013e3011,34065,34445,10,1,380,8,11
077cd0d3,34075,34875,4,7,800,8,11
04724c67,34335,35235,5,4,900,8,11
003f1768,34105,35605,7,0,1500,8,11
06752120,34045,35965,8,6,1920,8,11
062d6120,34705,36325,9,6,1620,8,11
07457ed4,34185,36685,10,7,2500,8,11
033d2aa8,34525,37075,2,3,2550,8,11
04cdb8f4,34765,37435,3,4,2670,8,11
03272772,34665,37795,4,3,3130,8,11
05069f2a,34835,38185,7,5,3350,8,11
00ff7e50,34615,38545,8,0,3930,8,11
0307ae89,34905,38905,9,3,4000,8,11
06696ce3,34895,39335,3,6,4440,8,11
01a4ec50,34915,39695,4,1,4780,8,11
052ed3d9,135005,135745,9,5,740,8,11
02488784,135005,136105,4,2,1100,8,11
08e28bd0,135005,136825,0,8,1820,8,11
07ccc9d8,135005,137185,8,7,2180,8,11
0a63eae5,135005,137545,5,10,2540,8,11
05e618a5,135005,137905,5,5,2900,8,11
0a513ae3,135005,138265,3,10,3260,8,11
006333a4,135005,138625,4,0,3620,8,11
089a18f0,135005,138985,0,8,3980,8,11
087edc81,135005,139345,1,8,4340,8,11
05bf6d34,135005,139705,4,5,4700,8,11
08f38863,135005,140065,3,8,5060,8,11
07292b39,135005,140425,9,7,5420,8,11
0962ad55,135005,141145,5,9,6140,8,11
0114c3c1,135005,141505,1,1,6500,8,11
09265b61,135005,141865,1,9,6860,8,11
052554f6,135005,142225,6,5,7220,8,11
025fb4c8,135005,142585,8,2,7580,8,11
06ae2b5a,337165,337555,10,6,390,8,11
00e94df1,337255,337925,1,0,670,8,11
0336cda2,337085,338285,2,3,1200,8,11
0440cd08,438145,438655,8,4,510,8,11
0590b2aa,438175,439025,10,5,850,8,11
086adab0,438205,439385,0,8,1180,8,11
00fcf0e2,438235,440105,2,0,1870,8,11
04102c31,539225,539815,1,4,590,8,11
0c535247,1065,1615,7,12,550,1,14
0595e818,12095,12665,9,5,570,1,14
074d6092,23075,23525,2,7,450,1,14
0d056633,34035,34985,8,13,950,1,14
0d784c50,34755,35355,10,13,600,1,14
0a3e3011,34385,35715,11,10,1330,1,14
043f1768,34415,36075,12,4,1660,1,14
05f998d6,34145,36795,0,5,2650,1,14
08457edc,34535,37155,1,8,2620,1,14
0c7cd0dd,34405,37515,2,12,3110,1,14
00df78c6,34545,37875,3,0,3330,1,14
02752125,34345,38235,4,2,3890,1,14
0228465a,34245,38595,5,2,4350,1,14
003d2aa1,34785,38955,6,0,4170,1,14
0d056633,34035,39325,8,13,5290,1,14
043f1768,34415,39735,12,4,5320,1,14
0c7cd0dd,34405,40145,2,12,5740,1,14
00df78c6,34545,40505,3,0,5960,1,14
053870a8,135005,135385,8,5,380,1,14
05b22804,135005,135745,4,5,740,1,14
0342120c,135005,136105,12,3,1100,1,14
06845aa7,135005,136465,7,6,1460,1,14
04ccc9da,135005,136825,10,4,1820,1,14
0d069f23,135005,137185,3,13,2180,1,14
03696ce2,135005,137545,2,3,2540,1,14
0c07ae87,135005,137905,7,12,2900,1,14
08a4ec50,135005,138265,0,8,3260,1,14
098495c9,135005,138625,9,9,3620,1,14
01e28bd5,135005,138985,5,1,3980,1,14
0bb582d6,135005,139345,6,11,4340,1,14
08726651,135005,139705,1,8,4700,1,14
0df6263c,135005,140065,12,13,5060,1,14
073b8134,337045,337435,4,7,390,1,14
0dc380d8,539085,539595,8,13,510,1,14
0753524f,1065,1615,15,7,550,13,16
0d95e812,12075,12505,9,13,430,13,16
0d4d6092,12175,12895,12,13,720,13,16
0e056634,23075,23725,4,14,650,13,16
0cf998d4,23215,24375,4,12,1160,13,16
0f284651,34035,34505,9,15,470,13,16
0c3d2aa9,34545,35225,11,12,680,13,16
05724c63,34495,35595,13,5,1100,13,16
05752121,34095,35955,14,5,1860,13,16
017cd0d6,34235,36315,15,1,2080,13,16
09ff7e51,34555,36675,0,9,2120,13,16
06de9f9b,34455,37035,1,6,2580,13,16
02fdd6be,35715,37755,3,2,2040,13,16
02784c57,34505,38115,4,2,3610,13,16
0fdcd3de,34395,38475,5,15,4080,13,16
0fcdb8f1,34675,38835,6,15,4160,13,16
037d6537,35705,39195,7,3,3490,13,16
0ee28bd0,35035,39555,8,14,4520,13,16
02457ed2,34425,39915,9,2,5490,13,16
012d612e,34615,40275,10,1,5660,13,16
06069f26,34775,40635,11,6,5860,13,16
05c380dd,35615,40995,12,5,5380,13,16
04f6263a,35175,41355,13,4,6180,13,16
019650ae,36025,42435,0,1,6410,13,16
0fb34d80,36425,43155,2,15,6730,13,16
0b2554f9,37065,43515,3,11,6450,13,16
05fdd2a7,36905,43875,4,5,6970,13,16
01c603b7,37155,44235,5,1,7080,13,16
01a1289d,36595,44625,8,1,8030,13,16
016333a2,37245,44985,9,1,7740,13,16
09502bcc,36865,45345,10,9,8480,13,16
0d14c3c5,36135,45705,11,13,9570,13,16
0f50deb3,36675,46065,12,15,9390,13,16
02513ae0,36835,46425,13,2,9590,13,16
09bf9c6a,36795,46815,0,9,10020,13,16
0c599fae,135005,135385,14,12,380,13,16
0f2e2ed5,135005,135745,5,15,740,13,16
0bf72fd0,135005,136105,0,11,1100,13,16
077ca59a,135005,136465,10,7,1460,13,16
0aebab43,135005,136825,3,10,1820,13,16
037c63d4,135005,137185,4,3,2180,13,16
0859f26e,135005,137545,14,8,2540,13,16
00578a17,135005,137905,7,0,2900,13,16
098d14ec,135005,138265,12,9,3260,13,16
0e4e3c86,135005,138625,6,14,3620,13,16
08df5faf,135005,138985,15,8,3980,13,16
0383dc93,135005,139345,3,3,4340,13,16
04cf61ea,135005,139705,10,4,4700,13,16
08a4b15d,135005,140065,13,8,5060,13,16
00e32497,135005,140425,7,0,5420,13,16
069e739a,135005,140785,10,6,5780,13,16
098db5a3,135005,141145,3,9,6140,13,16
09daddc8,135005,141505,8,9,6500,13,16
0465d937,135005,141865,7,4,6860,13,16
01261f74,135005,142225,4,1,7220,13,16
0c567864,135005,142585,4,12,7580,13,16
06737965,135005,142945,5,6,7940,13,16
02cee613,135005,143305,3,2,8300,13,16
062e6ecf,135005,143665,15,6,8660,13,16
05de638e,135005,144025,14,5,9020,13,16
0fb3b7fc,135005,144385,12,15,9380,13,16
0751e0b2,135005,144745,2,7,9740,13,16
0c75f4b4,135005,145105,4,12,10100,13,16
01c225b7,135005,145465,7,1,10460,13,16
09bc05b8,135005,145825,8,9,10820,13,16
005007e3,135005,146185,3,0,11180,13,16
0aa0c8e7,135005,146545,7,10,11540,13,16
06e4d122,337195,338045,2,6,850,13,16
0490f2b5,539305,539875,5,4,570,13,16
09b85c88,539425,540265,8,9,840,13,16
03535240,1005,1435,0,3,430,13,9
01056630,12155,12885,5,1,730,13,9
0197b0d3,12195,13245,6,1,1050,13,9
0195e812,12065,13605,7,1,1540,13,9
013f1768,12385,13965,8,1,1580,13,9
017cd0d4,12325,14325,0,1,2000,13,9
01dcd3d1,12445,15115,6,1,2670,13,9
013e3014,12295,15475,7,1,3180,13,9
05272774,23405,24035,4,5,630,13,9
082d6127,34025,34545,5,8,520,13,9
06069f20,34085,34915,7,6,830,13,9
00696ce6,34165,35275,8,0,1110,13,9
05b582d2,34455,35635,0,5,1180,13,9
04fdd6b5,34965,36005,2,4,1040,13,9
07a4ec55,34335,36365,3,7,2030,13,9
028495c3,34365,36725,4,2,2360,13,9
04f62634,34555,37085,5,4,2530,13,9
08ccc9d6,34765,37445,6,8,2680,13,9
05c380d7,34925,37805,7,5,2880,13,9
0163eae4,35115,38525,0,1,3410,13,9
080f3785,35655,38885,1,8,3230,13,9
0450deb8,35725,39245,2,4,3520,13,9
01241854,36135,39605,3,1,3470,13,9
088bdf22,35475,39975,5,8,4500,13,9
07bf9c62,35885,40335,6,7,4450,13,9
08fdd2a8,36035,40695,7,8,4660,13,9
0230aca0,35355,41055,8,2,5700,13,9
04c603b3,36235,41415,0,4,5180,13,9
052554f4,36205,41775,1,5,5570,13,9
0579a0b1,36045,42135,2,5,6090,13,9
08807693,135005,135745,3,8,740,13,9
01408da0,135005,136105,0,1,1100,13,9
04e37890,135005,136825,0,4,1820,13,9
055816d0,135005,137185,0,5,2180,13,9
01fc1290,135005,137905,0,1,2900,13,9
02ebc9a2,135005,138265,2,2,3260,13,9
0849b048,135005,138625,8,8,3620,13,9
087901c1,135005,138985,1,8,3980,13,9
05761375,135005,139345,5,5,4340,13,9
08d945c1,135005,139705,1,8,4700,13,9
04cdb127,135005,140065,7,4,5060,13,9
01f38868,135005,140425,8,1,5420,13,9
0491ae64,135005,140785,4,4,5780,13,9
07fcf0e6,135005,141145,6,7,6140,13,9
084bf943,135005,141505,3,8,6500,13,9
088e4fa6,337105,337485,6,8,380,13,9
04578a17,337235,337845,7,4,610,13,9
04791868,337335,338205,8,4,870,13,9
08175c10,337475,338565,0,8,1090,13,9
08c59f51,337385,338925,1,8,1540,13,9
04409175,337165,339675,5,4,2510,13,9
03396506,337365,340035,6,3,2670,13,9
00488358,337425,340405,8,0,2980,13,9
02574c55,337565,340855,5,2,3290,13,9
01efda97,438315,438705,7,1,390,13,9
078d14e8,438245,439065,8,7,820,13,9
07c42730,438165,439425,0,7,1260,13,9
020168a1,438215,439785,1,2,1570,13,9
04b80a83,438305,440155,3,4,1850,13,9
02bb90e4,438445,440515,4,2,2070,13,9
02a8ca13,438405,441005,3,2,2600,13,9
04fa8793,539305,539815,3,4,510,13,9
0b535248,1035,1555,8,11,520,8,13
0695e818,12015,12465,3,6,450,8,13
0c4d6098,23075,23565,8,12,490,8,13
0097b0d8,23195,24155,8,0,960,8,13
06f998d8,34085,34585,9,6,500,8,13
04752124,34245,34975,12,4,730,8,13
00dcd3d6,34445,35365,2,0,920,8,13
00724c6b,34585,35725,3,0,1140,8,13
06284651,34145,36085,4,6,1940,8,13
083f1763,34425,36445,5,8,2020,8,13
08457edc,34455,36805,6,8,2350,8,13
0c7cd0d6,34345,37165,7,12,2820,8,13
033e3018,34255,37525,8,3,3270,8,13
018495c0,35315,37885,9,1,2570,8,13
09ff7e52,34845,38255,11,9,3410,8,13
0a3d2aa4,34755,38615,12,10,3860,8,13
05a4ec5c,35245,38985,1,5,3740,8,13
00ccc9db,35835,39345,2,0,3510,8,13
02421201,35715,39715,4,2,4000,8,13
05696ce8,35155,40085,6,5,4930,8,13
09845aa9,35795,40445,7,9,4650,8,13
06c380d3,36015,40805,8,6,4790,8,13
077d6538,36115,41165,9,7,5050,8,13
06b582d8,35415,41535,11,6,6120,8,13
0003e965,35935,41925,1,0,5990,8,13
0afdd6b5,36185,42285,2,10,6100,8,13
07976675,135005,135385,5,7,380,8,13
0274a027,135005,135745,7,2,740,8,13
0c8bdf2a,135005,136105,10,12,1100,8,13
0bbf9c61,135005,136465,1,11,1460,8,13
011559fc,135005,137185,12,1,2180,8,13
06e32492,135005,137545,2,6,2540,8,13
0c25a776,135005,137905,6,12,2900,8,13
0892f855,135005,138265,5,8,3260,8,13
05a0c8ea,135005,138625,10,5,3620,8,13
008565f1,135005,138985,1,0,3980,8,13
0c36cda2,135005,139345,2,12,4340,8,13
0c6adab0,135005,139705,0,12,4700,8,13
0a4bf946,135005,140065,6,10,5060,8,13
0730acaa,135005,140425,10,7,5420,8,13
0350deb9,135005,140785,9,3,5780,8,13
0424185a,135005,141145,10,4,6140,8,13
09bc05b6,135005,141865,6,9,6860,8,13
08ccec2a,135005,142225,10,8,7220,8,13
0b28f1f2,135005,142585,2,11,7580,8,13
09563588,135005,142945,8,9,7940,8,13
0b9a82f6,135005,143305,6,11,8300,8,13
0cfc1294,135005,143665,4,12,8660,8,13
0b40cd0b,135005,144025,11,11,9020,8,13
08eed562,135005,144385,2,8,9380,8,13
070b7d99,337045,337535,9,7,490,8,13
08b49cac,337255,337925,12,8,670,8,13
074266d1,337115,338295,1,7,1180,8,13
075e2764,337155,338685,4,7,1530,8,13
0272db68,438065,438575,8,2,510,8,13
0a371954,438165,439085,4,10,920,8,13
0aebab43,539355,539765,3,10,410,8,13
0d535243,1095,1615,3,13,520,5,15
0e95e814,12095,12605,2,14,510,5,15
0b4d609c,23025,23505,12,11,480,5,15
0df998d0,34205,34585,1,13,380,5,15
04056632,34075,34945,2,4,870,5,15
0d784c52,34915,35315,4,13,400,5,15
04de9f9d,34825,36035,6,4,1210,5,15
0d3e301c,34355,36405,8,13,2050,5,15
0b7cd0db,34425,36765,9,11,2340,5,15
02845aa8,35975,37125,10,2,1150,5,15
08457ed3,34655,37485,11,8,2830,5,15
0497b0d9,34175,37845,12,4,3670,5,15
07069f20,35295,38205,13,7,2910,5,15
08752124,34335,38565,14,8,4230,5,15
0b724c67,34865,39285,1,11,4420,5,15
0edcd3d7,34595,39645,2,14,5050,5,15
0607ae83,35395,40005,3,6,4610,5,15
02b582dc,35645,40365,4,2,4720,5,15
03e28bdd,35635,40775,8,3,5140,5,15
048495c5,35535,41135,9,4,5600,5,15
03272779,35085,41505,11,3,6420,5,15
0b696ce9,35365,41865,12,11,6500,5,15
04421206,35955,42225,13,4,6270,5,15
0a3d2aa6,34985,42585,14,10,7600,5,15
0a726651,35695,42945,0,10,7250,5,15
00ccc9d8,36025,43305,1,0,7280,5,15
