Package,t_envio,t_recibido,emisor,receptor,latencia,p_fifo
0004e046,100515,100655,14,3,140,14
0002bb00,100535,100675,2,1,140,14
00022627,100375,100715,10,1,340,14
000341ee,100615,100825,5,2,210,14
00017903,100495,100845,15,0,350,14
00029b86,100565,100855,13,1,290,14
00044252,100425,100865,7,3,440,14
000407d7,100865,100935,3,3,70,14
0004b296,100775,101025,4,3,250,14
00035fbd,100675,101085,5,2,410,14
0003c0f0,100725,101125,8,2,400,14
0001704e,100695,101135,9,0,440,14
000391f3,101185,101235,2,2,50,14
00021311,100955,101265,9,1,310,14
00027a91,101115,101305,0,1,190,14
000384d1,101245,101305,12,2,60,14
0001c766,101025,101345,7,0,320,14
00024132,100985,101385,7,1,400,14
0003c9af,100985,101415,15,2,430,14
00029cb0,100745,101425,8,1,680,14
00025e6c,101235,101525,4,1,290,14
0001ec88,96,175,1,0,79,14
0003d67f,100285,100325,2,2,40,14
00025578,100415,100615,13,1,200,14
0004e046,100515,100655,14,3,140,14
0002bb00,100535,100675,2,1,140,14
00022627,100375,100715,10,1,340,14
000341ee,100615,100825,5,2,210,14
00017903,100495,100845,15,0,350,14
00029b86,100565,100855,13,1,290,14
00044252,100425,100865,7,3,440,14
000407d7,100865,100935,3,3,70,14
0004b296,100775,101025,4,3,250,14
00035fbd,100675,101085,5,2,410,14
0003c0f0,100725,101125,8,2,400,14
0001704e,100695,101135,9,0,440,14
000391f3,101185,101235,2,2,50,14
00021311,100955,101265,9,1,310,14
00027a91,101115,101305,0,1,190,14
000384d1,101245,101305,12,2,60,14
0001c766,101025,101345,7,0,320,14
00024132,100985,101385,7,1,400,14
0003c9af,100985,101415,15,2,430,14
00029cb0,100745,101425,8,1,680,14
00025e6c,101235,101525,4,1,290,14
000231e7,200475,200555,2,1,80,14
0003dfc1,200495,200615,2,2,120,14
0003b769,200385,200655,15,2,270,14
00026576,200435,200735,10,1,300,14
0002668a,200605,200775,0,1,170,14
0004274f,200685,200835,13,3,150,14
0001cb44,200575,200895,9,0,320,14
000206e7,200635,200895,4,1,260,14
00012cbf,200905,200975,4,0,70,14
0002bf84,200635,201025,7,1,390,14
00034c49,200755,201065,14,2,310,14
00047a32,200595,201075,9,3,480,14
0002a965,200585,201085,14,1,500,14
0003b8b3,201055,201125,2,2,70,14
00031de0,201115,201195,12,2,80,14
000468c6,200955,201195,13,3,240,14
0002da48,200965,201245,5,1,280,14
00049b7e,200845,201315,5,3,470,14
0001ec88,96,175,1,0,79,14
0003d67f,100285,100325,2,2,40,14
00025578,100415,100615,13,1,200,14
0004e046,100515,100655,14,3,140,14
0002bb00,100535,100675,2,1,140,14
00022627,100375,100715,10,1,340,14
000341ee,100615,100825,5,2,210,14
00017903,100495,100845,15,0,350,14
00029b86,100565,100855,13,1,290,14
00044252,100425,100865,7,3,440,14
000407d7,100865,100935,3,3,70,14
0004b296,100775,101025,4,3,250,14
00035fbd,100675,101085,5,2,410,14
0003c0f0,100725,101125,8,2,400,14
0001704e,100695,101135,9,0,440,14
000391f3,101185,101235,2,2,50,14
00021311,100955,101265,9,1,310,14
00027a91,101115,101305,0,1,190,14
000384d1,101245,101305,12,2,60,14
0001c766,101025,101345,7,0,320,14
00024132,100985,101385,7,1,400,14
0003c9af,100985,101415,15,2,430,14
00029cb0,100745,101425,8,1,680,14
00025e6c,101235,101525,4,1,290,14
000231e7,200475,200555,2,1,80,14
0003dfc1,200495,200615,2,2,120,14
0003b769,200385,200655,15,2,270,14
00026576,200435,200735,10,1,300,14
0002668a,200605,200775,0,1,170,14
0004274f,200685,200835,13,3,150,14
0001cb44,200575,200895,9,0,320,14
000206e7,200635,200895,4,1,260,14
00012cbf,200905,200975,4,0,70,14
0002bf84,200635,201025,7,1,390,14
00034c49,200755,201065,14,2,310,14
00047a32,200595,201075,9,3,480,14
0002a965,200585,201085,14,1,500,14
0003b8b3,201055,201125,2,2,70,14
00031de0,201115,201195,12,2,80,14
000468c6,200955,201195,13,3,240,14
0002da48,200965,201245,5,1,280,14
00049b7e,200845,201315,5,3,470,14
00042982,201175,201445,1,3,270,14
000334c5,201225,201455,11,2,230,14
00012ce7,201285,201485,1,0,200,14
0001b29c,200915,201585,15,0,670,14
0003b5c4,201325,201665,9,2,340,14
0002dac4,201175,201705,14,1,530,14
0002d2b8,201395,201815,13,1,420,14
0003fdb7,300475,300745,10,2,270,14
00044492,300405,300745,4,3,340,14
0004118b,300775,300825,12,3,50,14
0003bc37,300705,300855,3,2,150,14
00010f88,300565,300895,14,0,330,14
0003c6ca,300865,300915,1,2,50,14
0003c6ca,300865,301015,1,2,150,14
00039e04,300985,301115,13,2,130,14
00032d4c,300825,301155,6,2,330,14
00013a7e,300955,301285,7,0,330,14
0004a870,300865,301305,8,3,440,14
0004aa7b,301395,301465,3,3,70,14
00022efe,301125,301495,10,1,370,14
00044cf1,301275,301565,0,3,290,14
0001000e,301565,301605,0,0,40,14
00038285,301305,301615,14,2,310,14
0004cf25,301495,301625,12,3,130,14
00019022,301185,301645,14,0,460,14
00034d71,301635,301745,3,2,110,14
00049570,301055,301775,6,3,720,14
00032d76,301395,301785,11,2,390,14
0004b4ed,301495,301855,15,3,360,14
00037201,301475,301915,15,2,440,14
0002bef7,301665,301945,9,1,280,14
000471a6,301775,302085,5,3,310,14
00042767,301855,302125,0,3,270,14
000396e5,301695,302175,8,2,480,14
000112e4,301735,302315,15,0,580,14
0001ec88,96,175,1,0,79,14
0003d67f,100285,100325,2,2,40,14
00025578,100415,100615,13,1,200,14
0004e046,100515,100655,14,3,140,14
0002bb00,100535,100675,2,1,140,14
00022627,100375,100715,10,1,340,14
000341ee,100615,100825,5,2,210,14
00017903,100495,100845,15,0,350,14
00029b86,100565,100855,13,1,290,14
00044252,100425,100865,7,3,440,14
000407d7,100865,100935,3,3,70,14
0004b296,100775,101025,4,3,250,14
00035fbd,100675,101085,5,2,410,14
0003c0f0,100725,101125,8,2,400,14
0001704e,100695,101135,9,0,440,14
000391f3,101185,101235,2,2,50,14
00021311,100955,101265,9,1,310,14
00027a91,101115,101305,0,1,190,14
000384d1,101245,101305,12,2,60,14
0001c766,101025,101345,7,0,320,14
00024132,100985,101385,7,1,400,14
0003c9af,100985,101415,15,2,430,14
00029cb0,100745,101425,8,1,680,14
00025e6c,101235,101525,4,1,290,14
000231e7,200475,200555,2,1,80,14
0003dfc1,200495,200615,2,2,120,14
0003b769,200385,200655,15,2,270,14
00026576,200435,200735,10,1,300,14
0002668a,200605,200775,0,1,170,14
0004274f,200685,200835,13,3,150,14
0001cb44,200575,200895,9,0,320,14
000206e7,200635,200895,4,1,260,14
00012cbf,200905,200975,4,0,70,14
0002bf84,200635,201025,7,1,390,14
00034c49,200755,201065,14,2,310,14
00047a32,200595,201075,9,3,480,14
0002a965,200585,201085,14,1,500,14
0003b8b3,201055,201125,2,2,70,14
00031de0,201115,201195,12,2,80,14
000468c6,200955,201195,13,3,240,14
0002da48,200965,201245,5,1,280,14
00049b7e,200845,201315,5,3,470,14
00042982,201175,201445,1,3,270,14
000334c5,201225,201455,11,2,230,14
00012ce7,201285,201485,1,0,200,14
0001b29c,200915,201585,15,0,670,14
0003b5c4,201325,201665,9,2,340,14
0002dac4,201175,201705,14,1,530,14
0002d2b8,201395,201815,13,1,420,14
0003fdb7,300475,300745,10,2,270,14
00044492,300405,300745,4,3,340,14
0004118b,300775,300825,12,3,50,14
0003bc37,300705,300855,3,2,150,14
00010f88,300565,300895,14,0,330,14
0003c6ca,300865,300915,1,2,50,14
0003c6ca,300865,301015,1,2,150,14
00039e04,300985,301115,13,2,130,14
00032d4c,300825,301155,6,2,330,14
00013a7e,300955,301285,7,0,330,14
0004a870,300865,301305,8,3,440,14
0004aa7b,301395,301465,3,3,70,14
00022efe,301125,301495,10,1,370,14
00044cf1,301275,301565,0,3,290,14
0001000e,301565,301605,0,0,40,14
00038285,301305,301615,14,2,310,14
0004cf25,301495,301625,12,3,130,14
00019022,301185,301645,14,0,460,14
00034d71,301635,301745,3,2,110,14
00049570,301055,301775,6,3,720,14
00032d76,301395,301785,11,2,390,14
0004b4ed,301495,301855,15,3,360,14
00037201,301475,301915,15,2,440,14
0002bef7,301665,301945,9,1,280,14
000471a6,301775,302085,5,3,310,14
00042767,301855,302125,0,3,270,14
000396e5,301695,302175,8,2,480,14
000112e4,301735,302315,15,0,580,14
000379dc,400515,400675,13,2,160,14
00019207,400575,400775,6,0,200,14
0004f939,400496,400795,0,3,299,14
00027edb,400725,400825,2,1,100,14
0003dff7,400555,400835,1,2,280,14
00015c10,400755,400855,1,0,100,14
00022a08,400545,400865,10,1,320,14
00036dbf,400635,400935,11,2,300,14
000245fb,400775,400945,2,1,170,14
0004ad30,400535,401065,0,3,530,14
00038acd,400805,401075,10,2,270,14
000264fd,400835,401085,6,1,250,14
000340bb,401055,401155,2,2,100,14
000435e3,400925,401205,1,3,280,14
00031148,400775,401215,7,2,440,14
0001706f,401025,401235,1,0,210,14
00032010,400975,401315,5,2,340,14
00019c4c,185,345,5,0,160,5
00019c4c,185,345,5,0,160,5
00022502,100295,100545,14,1,250,5
00031724,100285,100615,6,2,330,5
00014442,100385,100685,9,0,300,5
0004da71,100485,100685,11,3,200,5
00038f40,100535,100695,3,2,160,5
000271eb,100405,100785,10,1,380,5
0001972f,100685,100795,1,0,110,5
0004f78b,100615,101005,8,3,390,5
0002a831,100765,101045,5,1,280,5
0002d15d,100765,101085,3,1,320,5
00029a90,101095,101165,1,1,70,5
00029c1d,101015,101205,2,1,190,5
0003d9eb,101095,101215,3,2,120,5
0004b1bb,100945,101225,4,3,280,5
0001daf3,100835,101285,9,0,450,5
0002cf0f,100895,101345,9,1,450,5
0004183c,101175,101345,3,3,170,5
0003de7d,100945,101375,11,2,430,5
00023fcd,101155,101445,13,1,290,5
0004bb48,101225,101525,15,3,300,5
00020a9f,101095,101545,9,1,450,5
00019c4c,185,345,5,0,160,5
00022502,100295,100545,14,1,250,5
00031724,100285,100615,6,2,330,5
00014442,100385,100685,9,0,300,5
0004da71,100485,100685,11,3,200,5
00038f40,100535,100695,3,2,160,5
000271eb,100405,100785,10,1,380,5
0001972f,100685,100795,1,0,110,5
0004f78b,100615,101005,8,3,390,5
0002a831,100765,101045,5,1,280,5
0002d15d,100765,101085,3,1,320,5
00029a90,101095,101165,1,1,70,5
00029c1d,101015,101205,2,1,190,5
0003d9eb,101095,101215,3,2,120,5
0004b1bb,100945,101225,4,3,280,5
0001daf3,100835,101285,9,0,450,5
0002cf0f,100895,101345,9,1,450,5
0004183c,101175,101345,3,3,170,5
0003de7d,100945,101375,11,2,430,5
00023fcd,101155,101445,13,1,290,5
0004bb48,101225,101525,15,3,300,5
00020a9f,101095,101545,9,1,450,5
0001c622,200375,200715,10,0,340,5
00049ad3,200615,200735,2,3,120,5
00027774,200465,200815,10,1,350,5
0001d0b3,200565,200845,12,0,280,5
0001813d,200735,200885,5,0,150,5
0001c026,200815,200985,1,0,170,5
0003d6be,200455,200985,7,2,530,5
0002a6bf,200665,200995,14,1,330,5
0001af17,200695,201025,6,0,330,5
00023437,200545,201035,14,1,490,5
0002a1c3,200805,201075,4,1,270,5
0001019a,200735,201125,2,0,390,5
00034b2f,201035,201195,12,2,160,5
0001fbf7,200735,201225,11,0,490,5
00027f9a,200735,201255,11,1,520,5
000380a7,200855,201255,4,2,400,5
00028f8e,200945,201295,8,1,350,5
0003471e,201115,201315,12,2,200,5
000182bc,200845,201425,10,0,580,5
00016809,201305,201575,2,0,270,5
0001effb,201365,201615,7,0,250,5
00021a7a,201275,201625,9,1,350,5
00042c94,201445,201655,1,3,210,5
0001334b,201205,201695,3,0,490,5
00022917,201425,201705,12,1,280,5
000177af,201315,201735,10,0,420,5
0003b1c6,201425,202015,6,2,590,5
00019c4c,185,345,5,0,160,5
00022502,100295,100545,14,1,250,5
00031724,100285,100615,6,2,330,5
00014442,100385,100685,9,0,300,5
0004da71,100485,100685,11,3,200,5
00038f40,100535,100695,3,2,160,5
000271eb,100405,100785,10,1,380,5
0001972f,100685,100795,1,0,110,5
0004f78b,100615,101005,8,3,390,5
0002a831,100765,101045,5,1,280,5
0002d15d,100765,101085,3,1,320,5
00029a90,101095,101165,1,1,70,5
00029c1d,101015,101205,2,1,190,5
0003d9eb,101095,101215,3,2,120,5
0004b1bb,100945,101225,4,3,280,5
0001daf3,100835,101285,9,0,450,5
0002cf0f,100895,101345,9,1,450,5
0004183c,101175,101345,3,3,170,5
0003de7d,100945,101375,11,2,430,5
00023fcd,101155,101445,13,1,290,5
0004bb48,101225,101525,15,3,300,5
00020a9f,101095,101545,9,1,450,5
0001c622,200375,200715,10,0,340,5
00049ad3,200615,200735,2,3,120,5
00027774,200465,200815,10,1,350,5
0001d0b3,200565,200845,12,0,280,5
0001813d,200735,200885,5,0,150,5
0001c026,200815,200985,1,0,170,5
0003d6be,200455,200985,7,2,530,5
0002a6bf,200665,200995,14,1,330,5
0001af17,200695,201025,6,0,330,5
00023437,200545,201035,14,1,490,5
0002a1c3,200805,201075,4,1,270,5
0001019a,200735,201125,2,0,390,5
00034b2f,201035,201195,12,2,160,5
0001fbf7,200735,201225,11,0,490,5
00027f9a,200735,201255,11,1,520,5
000380a7,200855,201255,4,2,400,5
00028f8e,200945,201295,8,1,350,5
0003471e,201115,201315,12,2,200,5
000182bc,200845,201425,10,0,580,5
00016809,201305,201575,2,0,270,5
0001effb,201365,201615,7,0,250,5
00021a7a,201275,201625,9,1,350,5
00042c94,201445,201655,1,3,210,5
0001334b,201205,201695,3,0,490,5
00022917,201425,201705,12,1,280,5
000177af,201315,201735,10,0,420,5
0003b1c6,201425,202015,6,2,590,5
00012f1d,300445,300545,4,0,100,5
0004f7d1,300485,300625,14,3,140,5
0001262b,300445,300685,12,0,240,5
00038644,300465,300725,4,2,260,5
0002859a,300675,300845,12,1,170,5
0003901a,300505,300855,9,2,350,5
0004b3da,300825,300895,12,3,70,5
000293ab,300595,300905,8,1,310,5
0003ff9b,300625,300915,13,2,290,5
0004d3dc,300735,300935,11,3,200,5
0002cab6,300885,301045,2,1,160,5
00011a47,300935,301465,11,0,530,5
00019c4c,185,345,5,0,160,5
00022502,100295,100545,14,1,250,5
00031724,100285,100615,6,2,330,5
00014442,100385,100685,9,0,300,5
0004da71,100485,100685,11,3,200,5
00038f40,100535,100695,3,2,160,5
000271eb,100405,100785,10,1,380,5
0001972f,100685,100795,1,0,110,5
0004f78b,100615,101005,8,3,390,5
0002a831,100765,101045,5,1,280,5
0002d15d,100765,101085,3,1,320,5
00029a90,101095,101165,1,1,70,5
00029c1d,101015,101205,2,1,190,5
0003d9eb,101095,101215,3,2,120,5
0004b1bb,100945,101225,4,3,280,5
0001daf3,100835,101285,9,0,450,5
0002cf0f,100895,101345,9,1,450,5
0004183c,101175,101345,3,3,170,5
0003de7d,100945,101375,11,2,430,5
00023fcd,101155,101445,13,1,290,5
0004bb48,101225,101525,15,3,300,5
00020a9f,101095,101545,9,1,450,5
0001c622,200375,200715,10,0,340,5
00049ad3,200615,200735,2,3,120,5
00027774,200465,200815,10,1,350,5
0001d0b3,200565,200845,12,0,280,5
0001813d,200735,200885,5,0,150,5
0001c026,200815,200985,1,0,170,5
0003d6be,200455,200985,7,2,530,5
0002a6bf,200665,200995,14,1,330,5
0001af17,200695,201025,6,0,330,5
00023437,200545,201035,14,1,490,5
0002a1c3,200805,201075,4,1,270,5
0001019a,200735,201125,2,0,390,5
00034b2f,201035,201195,12,2,160,5
0001fbf7,200735,201225,11,0,490,5
00027f9a,200735,201255,11,1,520,5
000380a7,200855,201255,4,2,400,5
00028f8e,200945,201295,8,1,350,5
0003471e,201115,201315,12,2,200,5
000182bc,200845,201425,10,0,580,5
00016809,201305,201575,2,0,270,5
0001effb,201365,201615,7,0,250,5
00021a7a,201275,201625,9,1,350,5
00042c94,201445,201655,1,3,210,5
0001334b,201205,201695,3,0,490,5
00022917,201425,201705,12,1,280,5
000177af,201315,201735,10,0,420,5
0003b1c6,201425,202015,6,2,590,5
00012f1d,300445,300545,4,0,100,5
0004f7d1,300485,300625,14,3,140,5
0001262b,300445,300685,12,0,240,5
00038644,300465,300725,4,2,260,5
0002859a,300675,300845,12,1,170,5
0003901a,300505,300855,9,2,350,5
0004b3da,300825,300895,12,3,70,5
000293ab,300595,300905,8,1,310,5
0003ff9b,300625,300915,13,2,290,5
0004d3dc,300735,300935,11,3,200,5
0002cab6,300885,301045,2,1,160,5
00011a47,300935,301465,11,0,530,5
0002e16f,400535,400655,0,1,120,5
00048956,400615,400835,1,3,220,5
00011a78,400685,400875,3,0,190,5
00020474,400725,400895,13,1,170,5
00016965,400595,400915,10,0,320,5
0003de2f,400605,401005,15,2,400,5
000184a5,400875,401015,5,0,140,5
00031420,400785,401045,13,2,260,5
00026945,401065,401135,1,1,70,5
000210b8,401065,401215,0,1,150,5
0003a013,400965,401245,10,2,280,5
0002aa60,401235,401355,2,1,120,5
00043259,401035,401365,5,3,330,5
0001dc9f,401355,401445,4,0,90,5
0002714a,401145,401475,7,1,330,5
00021964,135,335,13,1,200,15
00021964,135,335,13,1,200,15
000229c8,100265,100345,2,1,80,15
00031ded,100325,100425,2,2,100,15
00017fb6,100315,100475,5,0,160,15
0004bddf,100415,100655,15,3,240,15
0003471a,100595,100695,2,2,100,15
00020f45,100505,100785,14,1,280,15
0004c38b,100585,100825,10,3,240,15
0003ecd9,100595,100945,8,2,350,15
00018a7b,101005,101055,4,0,50,15
00028cbc,100715,101055,11,1,340,15
00033005,100765,101065,9,2,300,15
00032a04,100825,101225,14,2,400,15
0004013f,100655,101305,8,3,650,15
0003ba50,100915,101325,15,2,410,15
0004da30,101065,101345,0,3,280,15
0002b924,101225,101365,4,1,140,15
00033c4e,100765,101365,7,2,600,15
00011d12,101255,101455,6,0,200,15
000441e4,101155,101495,1,3,340,15
0004daba,101365,101595,2,3,230,15
0002cc16,101225,101635,8,1,410,15
0001aa7c,101125,101665,10,0,540,15
00049ce6,101565,101715,13,3,150,15
000388b5,101375,101745,9,2,370,15
0004a3de,101415,101815,15,3,400,15
000471a8,101275,101915,6,3,640,15
00028642,101595,101925,8,1,330,15
0001da7a,101665,101945,1,0,280,15
0001e0fe,101505,102205,15,0,700,15
00021964,135,335,13,1,200,15
000229c8,100265,100345,2,1,80,15
00031ded,100325,100425,2,2,100,15
00017fb6,100315,100475,5,0,160,15
0004bddf,100415,100655,15,3,240,15
0003471a,100595,100695,2,2,100,15
00020f45,100505,100785,14,1,280,15
0004c38b,100585,100825,10,3,240,15
0003ecd9,100595,100945,8,2,350,15
00018a7b,101005,101055,4,0,50,15
00028cbc,100715,101055,11,1,340,15
00033005,100765,101065,9,2,300,15
00032a04,100825,101225,14,2,400,15
0004013f,100655,101305,8,3,650,15
0003ba50,100915,101325,15,2,410,15
0004da30,101065,101345,0,3,280,15
0002b924,101225,101365,4,1,140,15
00033c4e,100765,101365,7,2,600,15
00011d12,101255,101455,6,0,200,15
000441e4,101155,101495,1,3,340,15
0004daba,101365,101595,2,3,230,15
0002cc16,101225,101635,8,1,410,15
0001aa7c,101125,101665,10,0,540,15
00049ce6,101565,101715,13,3,150,15
000388b5,101375,101745,9,2,370,15
0004a3de,101415,101815,15,3,400,15
000471a8,101275,101915,6,3,640,15
00028642,101595,101925,8,1,330,15
0001da7a,101665,101945,1,0,280,15
0001e0fe,101505,102205,15,0,700,15
0004be3b,200385,200425,3,3,40,15
00021b0e,200335,200655,15,1,320,15
0002167b,200665,200735,1,1,70,15
00047ccc,200475,200735,15,3,260,15
000323e1,200745,200875,12,2,130,15
0003050b,200535,200915,15,2,380,15
00016171,200735,200995,8,0,260,15
00039680,200625,200995,14,2,370,15
00021964,135,335,13,1,200,15
000229c8,100265,100345,2,1,80,15
00031ded,100325,100425,2,2,100,15
00017fb6,100315,100475,5,0,160,15
0004bddf,100415,100655,15,3,240,15
0003471a,100595,100695,2,2,100,15
00020f45,100505,100785,14,1,280,15
0004c38b,100585,100825,10,3,240,15
0003ecd9,100595,100945,8,2,350,15
00018a7b,101005,101055,4,0,50,15
00028cbc,100715,101055,11,1,340,15
00033005,100765,101065,9,2,300,15
00032a04,100825,101225,14,2,400,15
0004013f,100655,101305,8,3,650,15
0003ba50,100915,101325,15,2,410,15
0004da30,101065,101345,0,3,280,15
0002b924,101225,101365,4,1,140,15
00033c4e,100765,101365,7,2,600,15
00011d12,101255,101455,6,0,200,15
000441e4,101155,101495,1,3,340,15
0004daba,101365,101595,2,3,230,15
0002cc16,101225,101635,8,1,410,15
0001aa7c,101125,101665,10,0,540,15
00049ce6,101565,101715,13,3,150,15
000388b5,101375,101745,9,2,370,15
0004a3de,101415,101815,15,3,400,15
000471a8,101275,101915,6,3,640,15
00028642,101595,101925,8,1,330,15
0001da7a,101665,101945,1,0,280,15
0001e0fe,101505,102205,15,0,700,15
0004be3b,200385,200425,3,3,40,15
00021b0e,200335,200655,15,1,320,15
0002167b,200665,200735,1,1,70,15
00047ccc,200475,200735,15,3,260,15
000323e1,200745,200875,12,2,130,15
0003050b,200535,200915,15,2,380,15
00016171,200735,200995,8,0,260,15
00039680,200625,200995,14,2,370,15
0002349f,300485,300565,2,1,80,15
0001ca76,300635,300815,5,0,180,15
000241fa,300485,300835,11,1,350,15
0001bfc9,300605,300895,2,0,290,15
0004e6f0,300725,300895,1,3,170,15
00020d40,300575,300935,5,1,360,15
000137c3,300735,300975,13,0,240,15
000306fa,300485,301085,11,2,600,15
0003bb6e,300975,301125,1,2,150,15
0001e901,300665,301145,10,0,480,15
0001326d,300845,301265,12,0,420,15
00039bc1,301055,301265,4,2,210,15
0004aa39,300765,301265,10,3,500,15
0001ecd3,300915,301345,12,0,430,15
00035bb1,300675,301365,9,2,690,15
0001edb6,301135,301385,8,0,250,15
000146fb,301215,301465,2,0,250,15
00021964,135,335,13,1,200,15
000229c8,100265,100345,2,1,80,15
00031ded,100325,100425,2,2,100,15
00017fb6,100315,100475,5,0,160,15
0004bddf,100415,100655,15,3,240,15
0003471a,100595,100695,2,2,100,15
00020f45,100505,100785,14,1,280,15
0004c38b,100585,100825,10,3,240,15
0003ecd9,100595,100945,8,2,350,15
00018a7b,101005,101055,4,0,50,15
00028cbc,100715,101055,11,1,340,15
00033005,100765,101065,9,2,300,15
00032a04,100825,101225,14,2,400,15
0004013f,100655,101305,8,3,650,15
0003ba50,100915,101325,15,2,410,15
0004da30,101065,101345,0,3,280,15
0002b924,101225,101365,4,1,140,15
00033c4e,100765,101365,7,2,600,15
00011d12,101255,101455,6,0,200,15
000441e4,101155,101495,1,3,340,15
0004daba,101365,101595,2,3,230,15
0002cc16,101225,101635,8,1,410,15
0001aa7c,101125,101665,10,0,540,15
00049ce6,101565,101715,13,3,150,15
000388b5,101375,101745,9,2,370,15
0004a3de,101415,101815,15,3,400,15
000471a8,101275,101915,6,3,640,15
00028642,101595,101925,8,1,330,15
0001da7a,101665,101945,1,0,280,15
0001e0fe,101505,102205,15,0,700,15
0004be3b,200385,200425,3,3,40,15
00021b0e,200335,200655,15,1,320,15
0002167b,200665,200735,1,1,70,15
00047ccc,200475,200735,15,3,260,15
000323e1,200745,200875,12,2,130,15
0003050b,200535,200915,15,2,380,15
00016171,200735,200995,8,0,260,15
00039680,200625,200995,14,2,370,15
0002349f,300485,300565,2,1,80,15
